0000000014618,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014619,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014620,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014621,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014622,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014623,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014624,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014625,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014626,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014627,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014628,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014629,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014630,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014631,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014632,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014633,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014634,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014635,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014636,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014637,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014638,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014639,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014640,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014641,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014642,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014643,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014644,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014645,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014646,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014647,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014648,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014649,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014650,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014651,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014652,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014653,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014654,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014655,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014656,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014657,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014658,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014659,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014660,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014661,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014662,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014663,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014664,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014665,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014666,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014667,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014668,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014669,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014670,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014671,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014672,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014673,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014674,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014675,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014676,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014677,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014678,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014679,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014680,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014681,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014682,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014683,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014684,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014685,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014686,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014687,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014688,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014689,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014690,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014691,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014692,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014693,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014694,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014695,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014696,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014697,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014698,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014699,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014700,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014701,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014702,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014703,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014704,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014705,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014706,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014707,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014708,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014709,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014710,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014711,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014712,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014713,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014714,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014715,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014716,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014717,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
0000000014718,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000,00000.000000
